fsa_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
478638,Suddabys Crown Hotel,"12 Wheelgate, Malton, North Yorkshire",YO17 7HP,478703,471773,54.135775,-0.796917,Ryedale
478640,Sun Inn,"136 Westgate, Pickering, North Yorkshire",YO18 8BB,479214,484096,54.246432,-0.785858,Ryedale
478641,Sun Inn,"Normanby, Sinnington, York",YO62 6RH,473448,481765,54.226337,-0.874895,Ryedale
478660,The Black Swan Hotel,"Black Swan Inn, Birdgate, Pickering, North Yorkshire",YO18 7AL,479865,483992,54.245396,-0.775897,Ryedale
478661,The Buck Inn,"Chestnut Avenue, Thornton-Le-Dale, Pickering",YO18 7RW,483473,483062,54.236456,-0.720803,Ryedale
478665,The Coach & Horses,"Scarborough Road, Rillington, Malton",YO17 8LH,485479,474467,54.158909,-0.692474,Ryedale
478669,The Crown,"Hutton-Le-Hole, York, North Yorkshire",YO62 6UA,470557,489957,54.300362,-0.917288,Ryedale
478670,The Derwent Arms,"24 - 26 Church Street, Norton, Malton, North Yorkshire",YO17 9HS,479252,471374,54.132114,-0.78862,Ryedale
478676,The Fleece,"11 Westgate, Rillington, Malton",YO17 8LN,485159,474217,54.156706,-0.697428,Ryedale
478677,The Fox & Rabbit Inn,"Lockton, Pickering, North Yorkshire",YO18 7NQ,484535,488269,54.283085,-0.703046,Ryedale
478679,The Ganton Greyhound,"Ganton, Scarborough, North Yorkshire",YO12 4NX,498724,477747,54.185997,-0.488639,Ryedale
478681,The Golden Lion Inn,"Great Barugh, Malton, North Yorkshire",YO17 6UZ,474859,478985,54.20116,-0.853948,Ryedale
478685,The Grapes,"Great Habton, Malton, North Yorkshire",YO17 6TU,475879,476390,54.177704,-0.838969,Ryedale
478686,The Grapes,"High Street, Ebberston, Scarborough",YO13 9PA,489710,483087,54.235628,-0.625133,Ryedale
478687,The Grapes Inn,"Slingsby, York, North Yorkshire",YO62 4AL,469803,475183,54.167709,-0.932319,Ryedale
478693,The Horse Shoe Inn,"Main Street, Levisham, Pickering",YO18 7NL,483305,490506,54.303368,-0.721311,Ryedale
478696,The Hyde Park,"Mill Street, Norton, Malton",YO17 9JH,479749,471390,54.132181,-0.781012,Ryedale
478699,The Lion Inn,"Blakey Ridge, Kirkbymoorside, York",YO62 7LQ,467880,499715,54.388396,-0.956213,Ryedale
478705,The Mount Hotel,"Yorkersgate, Malton, North Yorkshire",YO17 7AB,444799,471061,54.133465,-1.315878,Ryedale
478706,The New Globe,"3 Yorkersgate, Malton, North Yorkshire",YO17 7AA,478614,471608,54.134314,-0.798322,Ryedale
478707,The New Inn,"Cropton, Pickering, North Yorkshire",YO18 8HH,475544,488963,54.290707,-0.84094,Ryedale
478708,The New Inn,"Thornton-Le-Dale, Pickering, North Yorkshire",YO18 7LF,483377,482994,54.23587,-0.722294,Ryedale
478721,The Stapylton Arms,"Wass, York, North Yorkshire",YO61 4BE,455495,479284,54.206314,-1.150676,Ryedale
478724,The Union Inn,"The Union, 46 Commercial Street, Norton, Malton",YO17 9ES,479472,471401,54.132322,-0.785243,Ryedale
478729,The White Swan,"Low Street, Thornton-Le-Clay, Malton",YO60 7TG,468323,465038,54.076754,-0.957274,Ryedale
478730,The White Swan Inn,"Market Place, Pickering, North Yorkshire",YO18 7AA,479760,484059,54.246005,-0.777491,Ryedale
478739,Thompson Arms,"Flaxton, York, North Yorkshire",YO60 7PZ,467326,463406,54.06221,-0.972872,Ryedale
478744,Three Cups Inn,"York Road, Stamford Bridge, York",YO41 1AX,470654,455710,53.99261,-0.923822,Ryedale
478745,Three Tuns,"West Lutton, Malton, North Yorkshire",YO17 8TA,493019,469190,54.110188,-0.578668,Ryedale
478766,Wentworth Arms,"Town Street, Old Malton, Malton",YO17 7HD,479953,472904,54.145753,-0.777475,Ryedale
478772,White Swan,"Church Street, Kirkbymoorside, York",YO62 6AZ,469754,486562,54.269956,-0.930431,Ryedale
478773,White Swan,"Newton-upon-Rawcliffe, Pickering, North Yorkshire",YO18 8PQ,476706,486302,54.266643,-0.823758,Ryedale
478777,Windmill Hill,"East Lane, Ampleforth College, York",YO62 4HE,459128,478725,54.200876,-1.09511,Ryedale
478843,Arosa Camp Site Bar,"Ratten Row, Seamer, Scarborough, North Yorkshire",YO12 4QB,501424,483052,54.233139,-0.445492,Scarborough
478867,Banks Lounge Bar,"5 Murray Street, Filey, North Yorkshire",YO14 9DA,511731,480675,54.209645,-0.288324,Scarborough
478868,Bar 2B,"2 Harcourt Place, Scarborough, North Yorkshire",YO11 2EP,504310,488473,54.281261,-0.399349,Scarborough
478869,Bar Complex,"Flower Of May Holiday Park, Stonepit Lane, Gristhorpe, Filey",YO14 9NU,510996,481414,54.216442,-0.299315,Scarborough
478883,Bay Hotel,"The Dock, Robin Hoods Bay, Whitby, North Yorkshire",YO22 4SJ,495302,504877,54.430394,-0.532413,Scarborough
478912,Birch Hall Inn,"Beck Hole, Goathland, Whitby, North Yorkshire",YO22 5LE,482132,502242,54.409005,-0.736101,Scarborough
478916,Black Bull Inn,"Ugthorpe, Whitby, North Yorkshire",YO21 2BQ,479683,511189,54.489792,-0.771418,Scarborough
478917,Black Horse,"91 Church Street, Whitby, North Yorkshire",YO22 4BH,490024,511143,54.48765,-0.611844,Scarborough
478918,Black Lion,"12 North Street, Scarborough, North Yorkshire",YO11 1DF,504173,488698,54.283311,-0.401375,Scarborough
478919,Blacksmiths Arms,"High Street, Cloughton, Scarborough, North Yorkshire",YO13 0AE,500948,494514,54.336198,-0.448928,Scarborough
478926,Boat House Bar,"Cayton Bay Holiday Park, Mill Lane, Cayton, Scarborough",YO11 3NJ,506564,483950,54.240173,-0.366352,Scarborough
478929,Bonhommes,"23 Royal Crescent Court, The Crescent, Filey, North Yorkshire",YO14 9JH,511839,480285,54.206109,-0.286814,Scarborough
478955,Bridge Inn,"High Street, Ruswarp, Whitby, North Yorkshire",YO21 1NJ,488992,509131,54.469756,-0.628374,Scarborough
478956,Brigghouse,"Blue Dolphin Park, Gristhorpe, Filey",YO14 9PU,509515,482965,54.230693,-0.321436,Scarborough
478964,Bryherstones Inn,"Newlands Road, Cloughton, Scarborough, North Yorkshire",YO13 0AR,501110,495359,54.343757,-0.446136,Scarborough
478978,Byways Hotel,"Station Road, Crossgates, Scarborough, North Yorkshire",YO12 4LT,503094,483988,54.241215,-0.419561,Scarborough
478999,Captain Cook Inn,"60 Staithes Lane, Staithes, Saltburn-By-The-Sea, Cleveland",TS13 5AD,478053,518509,54.555813,-0.79464,Scarborough
479012,Castle Tavern,"49 Castle Road, Scarborough, North Yorkshire",YO11 1BG,504055,488797,54.284215,-0.403153,Scarborough
479019,Cayton Playing Fields Association,"Cayton Sports Club, Station Road, Cayton, Scarborough",YO11 3TG,505888,483057,54.232281,-0.377034,Scarborough
479021,Cellars,"35-37 Valley Road, Scarborough, North Yorkshire",YO11 2LX,503760,487782,54.275156,-0.408034,Scarborough
479025,Chaplins Bar,"Chaplins Bar, 14 - 16 St Thomas Street, Scarborough, NORTH YORKSHIRE",YO11 1DR,504275,488688,54.283199,-0.399813,Scarborough
479048,Cobblers Arms,"2 Union Street, Filey, North Yorkshire",YO14 9DZ,511692,480740,54.210227,-0.288897,Scarborough
479055,Cod And Lobster Inn,"High Street, Staithes, Saltburn, North Yorkshire",TS13 5BQ,478205,518848,54.558826,-0.7922,Scarborough
479059,Conservative Club,"24 Belle Vue Street, Filey, North Yorkshire",YO14 9HY,511776,480512,54.208169,-0.287694,Scarborough
479095,Craft,"7 Northway, Scarborough, North Yorkshire",YO11 1JH,503917,488415,54.280819,-0.405404,Scarborough
479145,Duke Of Wellington,"2 West Lane, Danby, Whitby, North Yorkshire",YO21 2LY,470774,508849,54.470084,-0.90948,Scarborough
479146,Duke Of York,"124 Church Street, Whitby, North Yorkshire",YO22 4DE,490010,511246,54.488569,-0.612029,Scarborough
479151,E Casino,"26 Newborough, Scarborough, North Yorkshire",YO11 1NA,504348,488638,54.282727,-0.398709,Scarborough
479171,Elsinore Hotel,"25 Flowergate, Whitby, North Yorkshire",YO21 3BB,489791,511048,54.486829,-0.615468,Scarborough
479205,Filey Community Sports Club,"Scarborough Road, Filey, North Yorkshire",YO14 9NJ,510940,481256,54.215026,-0.300232,Scarborough
479211,Filey Sailing Club,"Coble Landing, The Beach, Filey, North Yorkshire",YO14 9LF,444799,471061,54.133465,-1.315878,Scarborough
479214,Filey Sports Association,"Clarence Drive, Filey, North Yorkshire",YO14 0AY,511321,480452,54.207729,-0.294689,Scarborough
479215,Filey Sports Bar,"Station Avenue, Filey, North Yorkshire",YO14 9AQ,511540,480725,54.210131,-0.291236,Scarborough
479219,First In Last Out,"1 York Terrace, Whitby, North Yorkshire",YO21 1PT,489705,510438,54.481372,-0.61698,Scarborough
479244,Fox And Hounds,"Dalehouse, Staithes, Saltburn-By-The-Sea, North Yorkshire",TS13 5DT,477691,517942,54.550765,-0.800385,Scarborough
479245,Fox And Hounds,"Goldsborough Lane, Goldsborough, Whitby, NORTH YORKSHIRE",YO21 3RX,483526,514692,54.520645,-0.711119,Scarborough
479246,Fox Inn,"Cliff Brow, Roxby, Saltburn-By-The-Sea, North Yorkshire",TS13 5EB,476357,515609,54.530024,-0.821608,Scarborough
479247,Foxhound Inn And Fisheries,"Main Street, Flixton, Scarborough, North Yorkshire",YO11 3UB,504029,479624,54.201821,-0.406715,Scarborough
479255,Fylingdales Inn,"Thorpe Lane, Robin Hoods Bay, Whitby, North Yorkshire",YO22 4TH,494467,505121,54.432742,-0.545203,Scarborough
479261,Galaxy Bar,"Blue Dolphin Park, Gristhorpe, Filey",YO14 9PU,509515,482965,54.230693,-0.321436,Scarborough
479268,George Hotel,"38 Baxtergate, Whitby, North Yorkshire",YO21 1BN,489723,510876,54.485296,-0.61657,Scarborough
479284,Goathland Community Hub And Sports Pavilion,"Goathland, Whitby, North Yorkshire",YO22 5LY,483457,501311,54.400433,-0.715938,Scarborough
479291,Golden Ball,"31 Sandside, Scarborough, North Yorkshire",YO11 1PG,505023,488818,54.284206,-0.388283,Scarborough
479296,Golden Last,"12 Eastborough, Scarborough, North Yorkshire",YO11 1NW,504535,488736,54.283578,-0.395803,Scarborough
479304,Green Dragon,"4 - 5 Grape Lane, Whitby, North Yorkshire",YO22 4BA,490018,511060,54.486896,-0.611961,Scarborough
479313,Grosmont Crossing Club,"Grosmont Co Operative Building, Front Street, Grosmont, Whitby",YO22 5QE,482773,505234,54.435792,-0.725377,Scarborough
479316,Grosvenor Hotel,"Station Road, Robin Hoods Bay, Whitby, North Yorkshire",YO22 4RA,495057,505396,54.435103,-0.536022,Scarborough
479341,Harry's Lounge Bar And Brasserie,"10-11 Pier Road, Whitby, North Yorkshire",YO21 3PU,489821,511305,54.489142,-0.614927,Scarborough
479343,Hart Inn,"East Row, Sandsend, Whitby, North Yorkshire",YO21 3SU,486279,512500,54.500492,-0.669225,Scarborough
479346,Hawkwood Bar/Restaurant,"Reighton Sands, Reighton Gap, Filey",YO14 9SH,514056,475832,54.165627,-0.254526,Scarborough
479348,Hayburn Wyke Hotel,"Hayburn Wyke, Cloughton, Scarborough, North Yorkshire",YO13 0AU,500724,496881,54.357506,-0.451557,Scarborough
479363,Hole In The Wall,"26 Vernon Road, Scarborough, North Yorkshire",YO11 2PS,504309,488261,54.279348,-0.399439,Scarborough
479370,Honeypot Inn,"Speeton, Filey, North Yorkshire",YO14 9TA,514041,474592,54.154491,-0.255225,Scarborough
479400,Indigo Alley,"4 North Marine Road, Scarborough, North Yorkshire",YO12 7PD,504167,488985,54.28589,-0.401367,Scarborough
479407,J K's Bar,"Wellington Road, Whitby, North Yorkshire",YO21 1DY,489801,510886,54.485381,-0.615363,Scarborough
479408,Jacobs Tavern,"Jacobs Mount Caravan Park, Stepney Road, Scarborough, North Yorkshire",YO12 5NL,502180,487037,54.26879,-0.432542,Scarborough
479428,Jolly Sailors,"12/13 St Anns Staith, Whitby, North Yorkshire",YO21 3PW,489860,511089,54.487185,-0.614391,Scarborough
479455,L' Amour Cabaret Bar,"51C Westborough, Scarborough, North Yorkshire",YO11 1UN,503992,488390,54.28058,-0.40426,Scarborough
479495,Lord Nelson,"36 Foreshore Road, Scarborough, North Yorkshire",YO11 1PB,504643,488737,54.283556,-0.394145,Scarborough
479533,Marleys,"Crown Crescent, Scarborough, North Yorkshire",YO11 2BJ,504151,487882,54.275984,-0.401996,Scarborough
479534,Mash & Barrel,"Primrose Valley Holiday Village, Filey, North Yorkshire",YO14 9RF,511786,477961,54.18526,-0.288488,Scarborough
479535,Masonic Hall,"14 St Nicholas Cliff, Scarborough, North Yorkshire",YO11 2ES,504343,488434,54.280904,-0.398857,Scarborough
479546,Mecca Bingo,"1 - 5 Albemarle Crescent, Scarborough, North Yorkshire",YO11 1XS,504002,488528,54.281818,-0.404059,Scarborough
479553,Middle Earth Tavern,"26 Church Street, Whitby, North Yorkshire",YO22 4AE,490188,510664,54.483309,-0.609459,Scarborough
479577,Moorcock Inn,"Langdale End, Scarborough, North Yorkshire",YO13 0BN,493877,491270,54.30841,-0.558659,Scarborough
479601,New Angel Hotel,"New Quay Road, Whitby, North Yorkshire",YO21 1DH,489869,510928,54.485737,-0.614301,Scarborough
479605,Newcastle Packet,"Sandside, Scarborough, North Yorkshire",YO11 1PE,504831,488814,54.284218,-0.391232,Scarborough
479609,Newlands Park Hotel,"Newlands Park Drive, Scarborough, North Yorkshire",YO12 6DW,502749,489937,54.294729,-0.422798,Scarborough
479621,North Riding Hotel,"163 North Marine Road, Scarborough, North Yorkshire",YO12 7HU,503934,489410,54.289747,-0.404798,Scarborough
479636,Oasis Bar And Lounge,"Parkdean Resorts, Cayton Bay Holiday Park, Cayton Bay, Scarborough",YO11 3NN,506343,483827,54.239105,-0.369785,Scarborough
479640,Old Scalby Mills,"Scalby Mills Road, Scarborough, North Yorkshire",YO12 6RW,503116,490637,54.300944,-0.416936,Scarborough
479655,Orchard Farm Holiday Village,"Stonegate, Hunmanby, Filey, North Yorkshire",YO14 0PU,510159,477606,54.182415,-0.313539,Scarborough
479658,Orlop Bar   Grill,"Whitby Harbour, Pier Road, Whitby, North Yorkshire",YO21 3PU,489837,511498,54.490869,-0.614622,Scarborough
479661,Owners Lounge,"Blue Dolphin Park, Gristhorpe, Filey",YO14 9PU,509515,482965,54.230693,-0.321436,Scarborough
479662,Owners Lounge,"Primrose Valley Holiday Village, Primrose Avenue, Primrose Valley, Filey",YO14 9RF,511786,477961,54.18526,-0.288488,Scarborough
479692,Pindar Leisure Centre,"Moor Lane, Eastfield, Scarborough, North Yorkshire",YO11 3LW,504665,483701,54.238319,-0.395565,Scarborough
479710,Plough Inn,"19 Baxtergate, Whitby, North Yorkshire",YO21 1BW,489853,510960,54.486027,-0.614538,Scarborough
479733,Quids Inn,"4 St Nicholas Street, Scarborough, North Yorkshire",YO11 2HF,504328,488583,54.282236,-0.399035,Scarborough
479738,Rack N Roll Sports Bar,"Waterhouse Lane, Scarborough, North Yorkshire",YO11 1DW,504271,488655,54.282904,-0.399885,Scarborough
479750,Ramshill Hotel,"66 Ramshill Road, Scarborough, North Yorkshire",YO11 2QG,504119,487601,54.273457,-0.402586,Scarborough
479756,Raw Nightclub,"2 Wellington Road, Whitby, North Yorkshire",YO21 1DY,489801,510886,54.48538,-0.615363,Scarborough
479759,Red Lion,"28 High Street, Cloughton, Scarborough, North Yorkshire",YO13 0AE,500948,494514,54.336198,-0.448928,Scarborough
479760,Red Lion Inn,"28 High Street, Cloughton, Scarborough, North Yorkshire",YO13 0AE,500948,494514,54.336198,-0.448928,Scarborough
479766,Resolution Hotel,"1 Skinner Street, Whitby, North Yorkshire",YO21 3AH,489669,511106,54.487381,-0.617333,Scarborough
479784,Roscoe's Bar,"Roscoe Rooms, Roscoe Street, Scarborough, North Yorkshire",YO12 7BY,503548,488234,54.279269,-0.411131,Scarborough
479798,Runswick Bay Hotel,"2 Hinderwell Lane, Runswick Bay, Saltburn-By-The-Sea, North Yorkshire",TS13 5HR,480562,516149,54.534216,-0.7565,Scarborough
479829,Sanctuary,"Unit 1 Marshall House, 4-13 St Nicholas Street, Scarborough, North Yorkshire",YO11 2HF,504328,488583,54.282237,-0.399035,Scarborough
479834,Sands Showbar,"Reighton Sands, Reighton Gap, Filey",YO14 9SH,514056,475832,54.165627,-0.254526,Scarborough
479844,Scalby Manor Hotel,"Burniston Road, Scarborough, North Yorkshire",YO13 0DA,502547,491541,54.30918,-0.425366,Scarborough
479847,Scarborough And District Contract Bridge Club,"Forge House, 3A West Street, Scarborough, North Yorkshire",YO11 2QL,504141,487673,54.274108,-0.402223,Scarborough
479849,Scarborough Arms,"North Terrace, Scarborough, North Yorkshire",YO11 1HU,504347,488979,54.2858,-0.398605,Scarborough
479852,Scarborough Club Institute,"76 Westborough, Scarborough, North Yorkshire",YO11 1TS,503752,488211,54.27902,-0.408007,Scarborough
479854,Scarborough Cricket Club,"North Marine Road, Scarborough, North Yorkshire",YO12 7JA,504024,489252,54.288318,-0.40347,Scarborough
479855,Scarborough Flyer,"4 - 13 St Nicholas Street, Scarborough, North Yorkshire",YO11 2HF,504328,488583,54.282237,-0.399035,Scarborough
479859,Scarborough RUFC,"Silver Royd, Scalby, Scarborough, North Yorkshire",YO13 0NL,501253,491584,54.309833,-0.445216,Scarborough
479868,Scarborough Yacht Club,"Vincent Pier, Scarborough, North Yorkshire",YO11 1PH,504929,488580,54.282085,-0.389809,Scarborough
479870,Scholars Bar,"4 Belvedere Terrace, Scarborough, North Yorkshire",YO11 2PX,504446,487358,54.271207,-0.39765,Scarborough
479884,Seamer Sports Association,"Pasture Lane, Seamer, Scarborough, North Yorkshire",YO12 4QP,501726,483720,54.239081,-0.440634,Scarborough
479920,Snowys,"52 Albemarle Crescent, Scarborough, North Yorkshire",YO11 1XX,503993,488467,54.281271,-0.404219,Scarborough
479953,Staithes Athletic & Social Club,"Seaton Crescent, Staithes, Saltburn, North Yorkshire",TS13 5AY,478117,518237,54.553359,-0.793723,Scarborough
479956,Star Inn,"4 Haggersgate, Whitby, North Yorkshire",YO21 3PP,489820,511165,54.487877,-0.614985,Scarborough
479958,Starlight Bar (main Complex),"Blue Dolphin Park, Gristhorpe, Filey",YO14 9PU,509515,482965,54.230693,-0.321436,Scarborough
479960,Station Hotel,"15 Church Street, Filey, North Yorkshire",YO14 9ED,511646,480953,54.212158,-0.289523,Scarborough
479976,Sun Inn,"21 St Thomas Street, Scarborough, North Yorkshire",YO11 1DY,504272,488740,54.283668,-0.39984,Scarborough
479988,Taylor's Bar,"Blue Crush, Unit 3, The Corner, Peasholm Gap",YO12 7TP,503739,489774,54.293056,-0.407667,Scarborough
480002,The Albert Hotel,"58 North Marine Road, Scarborough, North Yorkshire",YO12 7PE,504109,489134,54.28724,-0.402206,Scarborough
480005,The Angel Inn,"44 - 46 North Street, Scarborough, North Yorkshire",YO11 1DF,504173,488698,54.28331,-0.401374,Scarborough
480008,The Badger Hounds,"39 High Street, Hinderwell, Saltburn-By-The-Sea, North Yorkshire",TS13 5JX,479280,516800,54.540272,-0.776131,Scarborough
480017,The Beehive Inn,"Newholm, Whitby, North Yorkshire",YO21 3QT,486725,510708,54.484306,-0.662866,Scarborough
480021,The Black Swan,"69 Baxtergate, Whitby, North Yorkshire",YO21 1BL,489807,510951,54.485963,-0.61525,Scarborough
480024,The Boatmans Tavern,"Boatmans Hut, Northstead Manor Gardens, Scarborough, North Yorkshire",YO12 6PF,503451,489783,54.293195,-0.412086,Scarborough
480027,The Buccaneer,"8 Union Street, Filey, North Yorkshire",YO14 9DZ,511692,480740,54.210227,-0.288898,Scarborough
480028,The Buck Inn,"11 St Anns Staith, Whitby, North Yorkshire",YO21 3PW,489860,511089,54.487185,-0.614391,Scarborough
480033,The Cask Inn,"Cambridge Terrace, Scarborough, North Yorkshire",YO11 2LQ,504070,487849,54.275704,-0.403251,Scarborough
480051,The Commercial,"81 - 83 Falsgrave Road, Scarborough, North Yorkshire",YO12 5EG,503378,487980,54.277022,-0.413844,Scarborough
480056,The Cottage (Public House),"23-25 Cross Hill, Hunmanby, Filey, North Yorkshire",YO14 0JT,509587,477329,54.180047,-0.322385,Scarborough
480057,The Courtyard Bar,"4 - 6 Vernon Road, Scarborough, North Yorkshire",YO11 2NH,504193,488430,54.280899,-0.401161,Scarborough
480062,The Denison Arms,"40 Main Street, East Ayton, Scarborough, North Yorkshire",YO13 9HL,499046,484892,54.250126,-0.481353,Scarborough
480068,The Downe Arms Inn,"3 High Street, Castleton, Whitby, North Yorkshire",YO21 2EE,468754,508063,54.463298,-0.940824,Scarborough
480069,The Duchess,"152 Hovingham Drive, Scarborough, North Yorkshire",YO12 5DT,501797,488182,54.279152,-0.438016,Scarborough
480071,The Endeavour,"66 Church Street, Whitby, North Yorkshire",YO22 4AS,490097,510999,54.486343,-0.610761,Scarborough
480076,The Falcon Inn,"Cloughton, Scarborough, North Yorkshire",YO13 0DY,497172,498096,54.369122,-0.505813,Scarborough
480080,The Firk Inn,"76 Falsgrave Road, Scarborough, North Yorkshire",YO12 5AZ,503351,487928,54.276558,-0.414246,Scarborough
480084,The Fleece Inn,"183 Church Street, Whitby, North Yorkshire",YO22 4AS,490097,510999,54.486344,-0.610761,Scarborough
480088,The Forge,"22 Main Road, Aislaby, Whitby, North Yorkshire",YO21 1SW,485976,508737,54.466735,-0.674996,Scarborough
480103,The Hare And Hounds,"High Hawsker, Whitby, North Yorkshire",YO22 4LH,492801,507532,54.454708,-0.570122,Scarborough
480118,The Imperial Vaults,"20 - 22 Hope Street, Filey, North Yorkshire",YO14 9DL,511838,480665,54.20953,-0.286687,Scarborough
480120,The John Paul Jones,"John Paul Jones Bar & Restaurant, Sunrise Drive, The Bay, Filey",YO14 9GA,512060,477270,54.178993,-0.284549,Scarborough
480127,The Laurel Inn,"New Road, Robin Hoods Bay, Whitby, North Yorkshire",YO22 4SF,495266,504935,54.430922,-0.532949,Scarborough
480131,The Little Angel,"17 - 18 Flowergate, Whitby, North Yorkshire",YO21 3BA,489783,511011,54.486498,-0.615603,Scarborough
480137,The Lord Rosebery,"85-87 Westborough, Scarborough, North Yorkshire",YO11 1JW,503978,488448,54.281104,-0.404456,Scarborough
480144,The Met Bar,"Argyle Road, Whitby, North Yorkshire",YO21 3HU,489142,511410,54.490204,-0.625374,Scarborough
480148,The Nags Head,"High Street, Scalby, Scarborough, North Yorkshire",YO13 0PT,501129,490539,54.300457,-0.447476,Scarborough
480149,The Nautilus,"19 York Place, Scarborough, North Yorkshire",YO11 2NP,504074,488360,54.280294,-0.403012,Scarborough
480150,The New Lancaster,"45 - 46 Sandside, Scarborough, North Yorkshire",YO11 1PG,505012,488823,54.284261,-0.38845,Scarborough
480162,The Penny Hedge,"Whitby Business Park, Stainsacre Lane, Whitby, North Yorkshire",YO22 4NL,490824,509335,54.471273,-0.600053,Scarborough
480166,The Piebald Inn,"65 Sands Lane, Hunmanby, Filey, North Yorkshire",YO14 0LT,510097,477007,54.177046,-0.314707,Scarborough
480167,The Pier Inn,"5 Pier Road, Whitby, North Yorkshire",YO21 3PU,489821,511305,54.489142,-0.614927,Scarborough
480168,The Plough,"180 Coach Road, Sleights, Whitby, North Yorkshire",YO22 5EN,486613,506749,54.448774,-0.665767,Scarborough
480170,The Plough Inn,"Boak End, Lebberston, Scarborough",YO11 3NX,508032,482855,54.23002,-0.344231,Scarborough
480175,The Rosette,"2 Hackness Road, Scalby, Scarborough, North Yorkshire",YO12 5RY,501463,490134,54.296764,-0.442497,Scarborough
480176,The Royal George,"High Street, Staithes, Saltburn-By-The-Sea, North Yorkshire",TS13 5BH,478170,518854,54.558887,-0.79274,Scarborough
480188,The Ship Inn,"11 Marine Parade, Whitby, North Yorkshire",YO21 3PR,489844,511167,54.487889,-0.614614,Scarborough
480190,The Ship Inn,"West Street, Muston, Filey, North Yorkshire",YO14 0ER,509585,479664,54.201024,-0.321566,Scarborough
480193,The Spa,"45 Victoria Road, Scarborough, North Yorkshire",YO11 1SH,503854,488552,54.282055,-0.406324,Scarborough
480196,The Stakesby Arms,"Byland Road, Whitby, North Yorkshire",YO21 1JH,488991,510826,54.484975,-0.62788,Scarborough
480201,The Stumble Inn,"59 Westborough, Scarborough, North Yorkshire",YO11 1TU,503727,488144,54.278415,-0.408414,Scarborough
480203,The Tap And Spile,"94 - 96 Falsgrave Road, Scarborough, North Yorkshire",YO12 5AZ,503312,487923,54.276522,-0.414847,Scarborough
480209,The Trafalgar,"60 Trafalgar Street West, Scarborough, North Yorkshire",YO12 7AU,503733,488659,54.283049,-0.408144,Scarborough
480214,The Victoria Hotel,"79 Westborough, Scarborough, North Yorkshire",YO11 1TP,503831,488299,54.279787,-0.406764,Scarborough
480216,The Waiting Room,"2 Whitby Station, Langborne Road, Whitby, North Yorkshire",YO21 1YN,489842,510817,54.484753,-0.614751,Scarborough
480217,The Walrus And The Carpenter,"147 Church Street, Whitby, North Yorkshire",YO22 4BH,490024,511143,54.48765,-0.611844,Scarborough
480230,The Whitby Way,"The Whitby Way, 7 Wellington Road, Whitby, North Yorkshire",YO21 1DY,489772,510896,54.485472,-0.615808,Scarborough
480236,The Windmill Inn,"Windmill Inn, Stainsacre Lane, Stainsacre, Whitby",YO22 4NT,491352,508424,54.462994,-0.592189,Scarborough
480251,Three Jolly Sailors,"High Street, Burniston, Scarborough, North Yorkshire",YO13 0HH,501070,493070,54.32321,-0.447541,Scarborough
480252,Three Tuns Hotel,"24 Murray Street, Filey, North Yorkshire",YO14 9DG,511753,480621,54.209154,-0.288007,Scarborough
480280,Turks Head,"3 Eastborough, Scarborough, North Yorkshire",YO11 1NG,504544,488713,54.283369,-0.395673,Scarborough
480283,Valley Bar,"51 Valley Road, Scarborough, North Yorkshire",YO11 2LX,503760,487782,54.275156,-0.408034,Scarborough
480284,Vibe,"77 - 79 Castle Road, Scarborough, North Yorkshire",YO11 1BH,504135,488889,54.285027,-0.401892,Scarborough
480288,Victoria Hotel,"Station Road, Robin Hoods Bay, Whitby, North Yorkshire",YO22 4RL,495160,505305,54.434257,-0.534465,Scarborough
480309,West Riding,"26 Castle Road, Scarborough, North Yorkshire",YO11 1XA,503989,488762,54.283923,-0.404178,Scarborough
480315,Wheatsheaf Inn,"Egton, Whitby, North Yorkshire",YO21 1TZ,480846,506488,54.447369,-0.754752,Scarborough
480318,Whitby & District Rifle Club,"Crescent Avenue, Whitby, North Yorkshire",YO21 3HT,489201,511430,54.490374,-0.624457,Scarborough
480322,Whitby Conservative Club,"Upgang Lane, Whitby, North Yorkshire",YO21 3DT,489233,511073,54.487161,-0.624071,Scarborough
480325,Whitby Fishermens Amateur Rowing Club,"Fish Pier, Market Place, Whitby, North Yorkshire",YO22 4DD,489987,511184,54.488018,-0.612403,Scarborough
480326,Whitby Fishermens Society Football Club,"The Cragg, Whitby, North Yorkshire",YO21 3QA,489816,511287,54.488981,-0.61501,Scarborough
480327,Whitby Friendship Amateur Rowing Club,"136 Church Street, Whitby, North Yorkshire",YO22 4DE,490010,511246,54.488569,-0.612029,Scarborough
480329,Whitby Golf Club,"Sandsend Road, Sandsend, Whitby, North Yorkshire",YO21 3SR,487238,511650,54.492695,-0.654687,Scarborough
480337,Whitby Rufc,"White Leys Road, Whitby, North Yorkshire",YO21 3PB,488725,511109,54.487573,-0.6319,Scarborough
480341,Whitby Yacht Club,"Pier Road, Whitby, North Yorkshire",YO21 3PU,489821,511305,54.489142,-0.614927,Scarborough
480342,White Horse & Griffin,"87A Church Street, Whitby, North Yorkshire",YO22 4BH,490033,511130,54.487528,-0.611709,Scarborough
480354,Wilsons Pub,"Wilsons, 6 West Sandgate, Scarborough, NORTH YORKSHIRE",YO11 1QL,504727,488843,54.284499,-0.392819,Scarborough
